Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
A New Insight into In Situ Capillary Pressure Curve: Upscaling Nuclear Magnetic Resonance Measurements Using Wavelet Analysis,Transport in Porous Media,,,,10.1007/s11242-022-01890-5,Mohammad Heidary,2022,https://link.springer.com/article/10.1007/s11242-022-01890-5,Article
Effect of Porosity and Transverse Magnetic Field on the Wake Separation and Detachment around a Porous Square Cylinder,Transport in Porous Media,,,,10.1007/s11242-022-01889-y,Chandan KumarDipankar ChatterjeeBittagopal Mondal,2022,https://link.springer.com/article/10.1007/s11242-022-01889-y,Article
Retraction Note: Constriction Size Reduction Approach in Granular Filters,Transport in Porous Media,,,,10.1007/s11242-022-01887-0,S. AzirouA. BenamarA. Tahakourt,2022,https://link.springer.com/article/10.1007/s11242-022-01887-0,Article
Study of Influence of Combustion on Darcy–Bénard Convection with Inherent Local Thermal Non-equilibrium Between Phases,Transport in Porous Media,,,,10.1007/s11242-022-01886-1,Reena NandalP. G. SiddheshwarDeepika Neela,2022,https://link.springer.com/article/10.1007/s11242-022-01886-1,Article
Effect of Moisture on Time-Varying Diffusion Properties of Methane in Low-Rank Coal,Transport in Porous Media,,,,10.1007/s11242-022-01876-3,Jingyu JiangHuizhen PengYuanping ChengLiang WangChenghao WangSen Ju,2022,https://link.springer.com/article/10.1007/s11242-022-01876-3,Article
Lack of Thermal Equilibrium Effects on Convection in a Porous Medium saturated with an Ellis Fluid,Transport in Porous Media,,,,10.1007/s11242-022-01881-6,I. S. ShivakumaraK. R. RaghunathaM. DhananjayaY. Vinod,2022,https://link.springer.com/article/10.1007/s11242-022-01881-6,Article
Effect of Buoyant Convection on the Spreading and Draining of Porous Media Gravity Currents along a Permeability Jump,Transport in Porous Media,,,,10.1007/s11242-022-01882-5,Md. Imran KhanK. S. BharathM. R. Flynn,2022,https://link.springer.com/article/10.1007/s11242-022-01882-5,Article
Quantifying the Permeability Enhancement from Blast-Induced Microfractures in Porphyry Rocks Using a Cumulant Lattice Boltzmann Method,Transport in Porous Media,,,,10.1007/s11242-022-01875-4,T. R. MitchellA. RoslinŁ. Łaniewski-WołłkI. OnederraC. R. Leonardi,2022,https://link.springer.com/article/10.1007/s11242-022-01875-4,Article
Flow Characterization in Triply Periodic Minimal Surface (TPMS)-Based Porous Geometries: Part 1—Hydrodynamics,Transport in Porous Media,,,,10.1007/s11242-022-01880-7,Surendra Singh RathoreBalkrishna MehtaPradeep KumarMohammad Asfer,2022,https://link.springer.com/article/10.1007/s11242-022-01880-7,Article
Interactions Between Imbibition and Pressure-Driven Flow in a Microporous Deformed Limestone,Transport in Porous Media,,,,10.1007/s11242-022-01873-6,Helen LewisGary CouplesAlessandro TengattiniJim BuckmanErika TudiscoMaddi EtxegaraiGioacchino ViggianiStephen A. Hall,2022,https://link.springer.com/article/10.1007/s11242-022-01873-6,Article
Transport of Water Contaminated with Various Ions Through Nanoporous Graphene: A Molecular Dynamics Simulation,Transport in Porous Media,,,,10.1007/s11242-022-01870-9,Mohammad RahiminejadVahid MortazaviAli MoosaviAli Nouri-Borujerdi,2022,https://link.springer.com/article/10.1007/s11242-022-01870-9,Article
"Effect of Pore Space Stagnant Zones on Interphase Mass Transfer in Porous Media, for Two-Phase Flow Conditions",Transport in Porous Media,,,,10.1007/s11242-022-01879-0,H. GaoA. B. TatomirN. K. KaradimitriouH. SteebM. Sauter,2022,https://link.springer.com/article/10.1007/s11242-022-01879-0,Article
Sensitivity of Travelling Wave Solution to Richards Equation to Soil Material Property Functions,Transport in Porous Media,,,,10.1007/s11242-022-01878-1,Y. A. Boakye-AnsahP. Grassia,2022,https://link.springer.com/article/10.1007/s11242-022-01878-1,Article
A Deep Learning-based Surrogate Model for Pressure Transient Behaviors in Shale Wells with Heterogeneous Fractures,Transport in Porous Media,,,,10.1007/s11242-022-01877-2,Zhiming ChenDexuan LiPeng DongKamy Sepehrnoori,2022,https://link.springer.com/article/10.1007/s11242-022-01877-2,Article
Sensitivity-based Parameter Calibration of Single- and Dual-continuum Coreflooding Simulation Models,Transport in Porous Media,,,,10.1007/s11242-022-01854-9,Ehsan RanaeeFabio InzoliMonica RivaAlberto Guadagnini,2022,https://link.springer.com/article/10.1007/s11242-022-01854-9,Article
Experiments and Simulations to Study Transport and Structure of Foam in Rough Carbonate Fractures,Transport in Porous Media,,,,10.1007/s11242-022-01872-7,Anuradha RadhakrishnanAlex GigliottiKeith P. JohnstonDavid DiCarloMaša Prodanović,2022,https://link.springer.com/article/10.1007/s11242-022-01872-7,Article
A New Permeability Model Under the Influence of Low-Frequency Vibration on Coal: Development and Verification,Transport in Porous Media,,,,10.1007/s11242-022-01874-5,Jianping WeiYongjie RenZhihui WenLibo ZhangWan Jiang,2022,https://link.springer.com/article/10.1007/s11242-022-01874-5,Article
Two-phase Steady-state Green’s Function for Orthotropic Poro-thermoelastic Materials with Potential Theory Method,Transport in Porous Media,,,,10.1007/s11242-022-01871-8,Muzammal Hameed TariqHuayang DangJingli Ren,2022,https://link.springer.com/article/10.1007/s11242-022-01871-8,Article
Transport of Organic Volatiles through Paper: Physics-Informed Neural Networks for Solving Inverse and Forward Problems,Transport in Porous Media,,,,10.1007/s11242-022-01864-7,Alexandra SerebrennikovaRaimund TeublerLisa HoffellnerErich LeitnerUlrich HirnKarin Zojer,2022,https://link.springer.com/article/10.1007/s11242-022-01864-7,Article
Thermally Induced Pressure Fluctuations in Single-Phase Fluid-Saturated Porous Media Described by the Fluctuation Dissipation Theorem,Transport in Porous Media,,,,10.1007/s11242-022-01865-6,Dag Chun StandnesDagfinn Søndenaa SlevelandAnders Kristoffersen,2022,https://link.springer.com/article/10.1007/s11242-022-01865-6,Article
Three-Dimensional Free Convective Heat Transmission Flow of Copper–Water Nanofluid in&#xa0;a Glass Bead Permeable Matrix within a Right Trapezoidal Cavity in Consideration of Thermal Non-Equilibrium Conditions,Transport in Porous Media,,,,10.1007/s11242-022-01867-4,Sheikha M. Al-WeheibiM. M. RahmanM. Ziad SaghirK. Vajravelu,2022,https://link.springer.com/article/10.1007/s11242-022-01867-4,Article
The Evolution of Paleo-Porosity in Basalts: Reversing Pore-Filling Mechanisms Using X-Ray Computed Tomography,Transport in Porous Media,,,,10.1007/s11242-022-01869-2,A. MacenteK. J. DobsonJ. MacDonaldF. B. WadsworthJ. Vasseur,2022,https://link.springer.com/article/10.1007/s11242-022-01869-2,Article
A Closed-Form Equation for Capillary Pressure in Porous Media for All Wettabilities,Transport in Porous Media,,,,10.1007/s11242-022-01868-3,Sajjad ForoughiBranko BijeljicMartin J. Blunt,2022,https://link.springer.com/article/10.1007/s11242-022-01868-3,Article
Soret-Driven Convection Inside Concentric Porous Spheres Saturated by Binary Fluid: Comparison with Parallelepipedic Vertical Column,Transport in Porous Media,,,,10.1007/s11242-022-01866-5,Khairi SioudAli AbdennadherSlim KaddecheMarie Catherine Charrier-MojtabiAbdelkader Mojtabi,2022,https://link.springer.com/article/10.1007/s11242-022-01866-5,Article
Mixing in Porous Media: Concepts and Approaches Across Scales,Transport in Porous Media,,,,10.1007/s11242-022-01852-x,Marco DentzJuan J. HidalgoDaniel Lester,2022,https://link.springer.com/article/10.1007/s11242-022-01852-x,Article
A Comprehensive Model to Evaluate Hydraulic Fracture Spacing Coupling with Fluid Transport and Stress Shadow in Tight Oil Reservoirs,Transport in Porous Media,,,,10.1007/s11242-022-01863-8,Haopeng ZhaoRenjing LiuJinghong HuYuan Zhang,2022,https://link.springer.com/article/10.1007/s11242-022-01863-8,Article
Effect of Thickness and Outlet Area Fraction of Macroporous Gas Diffusion Layers on Oxygen Transport Resistance in Water Injection Simulations,Transport in Porous Media,,,,10.1007/s11242-022-01858-5,Pablo A. García-Salaberri,2022,https://link.springer.com/article/10.1007/s11242-022-01858-5,Article
Reactive Transport Modeling with a Coupled OpenFOAM<sup>®</sup>-PHREEQC Platform,Transport in Porous Media,,,,10.1007/s11242-022-01860-x,Saideep PavuluriChristophe TournassatFrancis ClaretCyprien Soulaine,2022,https://link.springer.com/article/10.1007/s11242-022-01860-x,Article
Homogenization-Informed Convolutional Neural Networks for Estimation of Li-ion Battery Effective Properties,Transport in Porous Media,,,,10.1007/s11242-022-01862-9,Ross M. WeberSvyatoslav KorneevIlenia Battiato,2022,https://link.springer.com/article/10.1007/s11242-022-01862-9,Article
Poro-Mechanical Coupling for Flow Diagnostics,Transport in Porous Media,,,,10.1007/s11242-022-01857-6,Lesly Gutierrez-SosaSebastian GeigerFlorian Doster,2022,https://link.springer.com/article/10.1007/s11242-022-01857-6,Article
Improving the Performance of Reactive Transport Simulations Using Artificial Neural Networks,Transport in Porous Media,,,,10.1007/s11242-022-01856-7,Ersan DemirerEmilie CoeneAitor IraolaAlbert NardiElena AbarcaAndrés IdiartGiorgio de PaolaNoelia Rodríguez-Morillas,2022,https://link.springer.com/article/10.1007/s11242-022-01856-7,Article
A level set approach to Ostwald ripening of trapped gas bubbles in porous media,Transport in Porous Media,,,,10.1007/s11242-022-01859-4,Deepak SinghHelmer André FriisEspen JettestuenJohan Olav Helland,2022,https://link.springer.com/article/10.1007/s11242-022-01859-4,Article
Effects of Intra-REV Pore Distribution Modeling in the Flow of Non-Newtonian Fluids in Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01861-w,Allan B. G. MottaRoney L. ThompsonMateus P. SchwalbertLuiz F. L. R. SilvaJovani L. FaveroRodrigo A. C. DiasRaphael J. Leitão,2022,https://link.springer.com/article/10.1007/s11242-022-01861-w,Article
Investigating Effects of Heterogeneity and Fracture Distribution on Two-Phase Flow in Fractured Reservoir with adaptive time strategy,Transport in Porous Media,,,,10.1007/s11242-022-01850-z,Lu-Yu WangWei-Zhong ChenYan-Jun ZhangXiao-Dong ZhangCornelis Vuik,2022,https://link.springer.com/article/10.1007/s11242-022-01850-z,Article
The Potential of Quantum Computing for Geoscience,Transport in Porous Media,,,,10.1007/s11242-022-01855-8,Muhammad SahimiPejman Tahmasebi,2022,https://link.springer.com/article/10.1007/s11242-022-01855-8,Article
Numerical Simulation Study of Double-Emulsion Droplet Formation in a Co-flow Microchannel Capillary Device,Transport in Porous Media,,,,10.1007/s11242-022-01853-w,Qing YuYongbiao MaXiaoyu LiHongxia ZhengXueye Chen,2022,https://link.springer.com/article/10.1007/s11242-022-01853-w,Article
Immiscible Viscous Fingering: Modelling Unstable Water–Oil Displacement Experiments in Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01847-8,I. C. SalmoK. S. SorbieA. SkaugeM. A. Alzaabi,2022,https://link.springer.com/article/10.1007/s11242-022-01847-8,Article
Two Different Computational Schemes for Solving Chemical Dissolution-Front Instability Problems in Fluid-Saturated Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01851-y,Chongbin ZhaoB. E. HobbsA. Ord,2022,https://link.springer.com/article/10.1007/s11242-022-01851-y,Article
Impact of Physical Heterogeneity and Transport Conditions on Effective Reaction Rates in Dissolution,Transport in Porous Media,,,,10.1007/s11242-022-01836-x,Rodolfo OliveiraMartin J. BluntBranko Bijeljic,2022,https://link.springer.com/article/10.1007/s11242-022-01836-x,Article
Percolativity of Porous Media,Transport in Porous Media,,,,10.1007/s11242-021-01735-7,R. HilferJ. Hauskrecht,2022,https://link.springer.com/article/10.1007/s11242-021-01735-7,Article
Non-Newtonian Rheology in a Capillary Tube with Varying Radius,Transport in Porous Media,,,,10.1007/s11242-022-01848-7,Federico LanzaAlberto RossoLaurent TalonAlex Hansen,2022,https://link.springer.com/article/10.1007/s11242-022-01848-7,Article
Impacts of Mineralogy on Petrophysical Properties,Transport in Porous Media,,,,10.1007/s11242-022-01829-w,Maira C. O. LimaElizabeth M. PontedeiroMateus G. RamirezJulia FavoretoHélisson N. dos SantosMartinus Th. van GenuchtenLeonardo BorghiPaulo CoutoAmir Raoof,2022,https://link.springer.com/article/10.1007/s11242-022-01829-w,Article
Numerical Simulation of Particle Retention Mechanisms at the Sub-Pore Scale,Transport in Porous Media,,,,10.1007/s11242-022-01843-y,Saeid SadeghnejadFrieder EnzmannMichael Kersten,2022,https://link.springer.com/article/10.1007/s11242-022-01843-y,Article
Parametric Sensitivity to Capillary Entry Pressure in Two-Phase Water–Gas Flow Models: Deep Geologic Disposal of Radioactive Waste,Transport in Porous Media,,,,10.1007/s11242-022-01780-w,Abdellah AmriZakaria SaâdiRachid Ababou,2022,https://link.springer.com/article/10.1007/s11242-022-01780-w,Article
Fluid Flow Analysis of Integrated Porous Bone Scaffold and Cancellous Bone at Different Skeletal Sites: In Silico Study,Transport in Porous Media,,,,10.1007/s11242-022-01849-6,Muhammad Azfar NoordinMohamad Ikhwan KoriAbdul Hadi Abdul WahabArdiyansyah SyahromAmir Putra Md Saad,2022,https://link.springer.com/article/10.1007/s11242-022-01849-6,Article
Modeling of Shale Gas Transport in Multi-Scale Complex Fracture Networks Considering Fracture Hits,Transport in Porous Media,,,,10.1007/s11242-022-01835-y,Bin Li,2022,https://link.springer.com/article/10.1007/s11242-022-01835-y,Article
Paired and Unpaired Deep Learning Methods for Physically Accurate Super-Resolution Carbonate Rock Images,Transport in Porous Media,,,,10.1007/s11242-022-01842-z,Yufu NiuSamuel J. JacksonNaif AlqahtaniPeyman MostaghimiRyan T. Armstrong,2022,https://link.springer.com/article/10.1007/s11242-022-01842-z,Article
Interface Stability of Compressible Fluid Displacements in Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01831-2,Yuzheng LanDavid DiCarloLarry W. Lake,2022,https://link.springer.com/article/10.1007/s11242-022-01831-2,Article
Determination of the Effective Permeability of Doubly Porous Materials by a Two-Scale Homogenization Approach,Transport in Porous Media,,,,10.1007/s11242-022-01846-9,A.-T. TranH. Le-QuangQ.-C. HeD.-H. Nguyen,2022,https://link.springer.com/article/10.1007/s11242-022-01846-9,Article
Local Thermodynamic Description of Isothermal Single-Phase Flow in Simple Porous Media,Transport in Porous Media,,,,10.1007/s11242-022-01844-x,Olav GaltelandMichael T. RauterMina S. BratvoldThuat T. TrinhDick BedeauxSigne Kjelstrup,2022,https://link.springer.com/article/10.1007/s11242-022-01844-x,Article
Modeling Mixing in Stratified Heterogeneous Media: The Role of Water Velocity Discretization in Phase Space Formulation,Transport in Porous Media,,,,10.1007/s11242-022-01795-3,Joaquim Soler-SagarraJesus CarreraEnrique BonetCarles RoigPablo Becker,2022,https://link.springer.com/article/10.1007/s11242-022-01795-3,Article
RETRACTED ARTICLE: Constriction Size Reduction Approach in Granular Filters,Transport in Porous Media,,,,10.1007/s11242-022-01840-1,S. AzirouA. BenamarA. Tahakourt,2022,https://link.springer.com/article/10.1007/s11242-022-01840-1,Article
An Extended-FEM Model for CO<sub>2</sub> Leakage Through a Naturally Fractured Cap-Rock During Carbon Dioxide Sequestration,Transport in Porous Media,,,,10.1007/s11242-022-01845-w,A. R. KhoeiR. EhsaniN. Hosseini,2022,https://link.springer.com/article/10.1007/s11242-022-01845-w,Article
Universal Frequency-Dependent Permeability of Heterogeneous Porous Media: Effective–Medium Approximation and Critical-Path Analysis,Transport in Porous Media,,,,10.1007/s11242-022-01839-8,Muhammad Sahimi,2022,https://link.springer.com/article/10.1007/s11242-022-01839-8,Article
Effect of Supercritical CO<sub>2</sub>-Water/Brine-Rock Interaction on Microstructures and Mechanical Properties of Tight Sandstone,Transport in Porous Media,,,,10.1007/s11242-022-01834-z,Bing YangHaizhu WangBin WangYonggang YiChengming ZhaoGanghua Tian,2022,https://link.springer.com/article/10.1007/s11242-022-01834-z,Article
